partition,pca_1,pca_2,kmeans_segment,gmm_segment
train,-0.7969523094546885,0.8576378432418299,4,5
train,0.36247691268272464,-0.33847629667891294,3,6
train,-0.636633529160482,-0.4546368708992332,1,2
train,-0.6276510999737421,0.911372001527009,4,5
train,0.8855273311760673,-0.6436537945142491,0,0
train,1.6776609204794444,-0.4493424740274748,3,0
train,-0.5416249766407614,-0.20441479805067259,1,6
train,-2.2000139624541464,0.6461855731214391,1,2
train,1.0695942001433758,-0.7080800832642374,3,0
train,-1.7131527450709216,0.041067598353344156,1,2
train,1.6729791769990736,-0.6017142412183265,0,0
train,1.1474770126349099,0.3930357353944667,3,3
train,0.37027244651374613,-0.50309166636274,2,6
train,1.8694191344943827,0.6890219062700937,0,4
train,-0.21107035694403029,1.6709182932957884,4,7
train,-1.301234716614998,0.27371263543457286,1,7
train,17.182056459420046,3.3329895246544816,7,4
train,-1.330037993403432,0.07463295679621283,1,2
train,1.0518814970989872,-1.5420135348563513,2,6
train,-0.4009330417699278,-0.416604332966424,1,6
train,1.8482599448014665,-1.0498362796685925,3,0
train,-0.498649293450362,-0.1263893500356374,1,6
train,-0.3214825949148443,-0.18952787921857764,3,6
train,0.29763979674815694,-0.5550511467873892,3,0
train,2.4356001752683616,-0.3660911471254111,0,0
train,-1.4488530878692207,0.3339850814560812,1,2
train,0.8223612232693842,-0.6933944431724861,3,1
train,0.12891195830326146,-0.6525663183555764,3,0
train,1.442626639114145,-0.6703794850767902,3,0
train,1.1996382719928986,-0.9756954521036192,3,0
train,1.2410656562084033,-0.8387459382152596,3,0
train,0.8339502285820991,-0.26239923011179017,3,6
train,0.30073512646353956,-1.2188191371152162,2,6
train,-0.1375424408439727,-0.4358400415256181,3,2
train,1.4346456608909222,-0.35184618057566036,3,0
train,-0.07322244945589854,0.19562454817882266,4,6
train,3.3452590341118276,0.9317937827142162,0,4
train,-0.9428510558665861,0.5295466987633776,4,5
train,0.06515181691066073,-0.44364319572401456,3,6
train,2.432740857015439,8.63468062518964,5,3
train,-0.2964840877229998,0.2906514810534605,4,5
train,1.9478254511843056,-0.4606913936473646,0,0
train,0.32297915196876875,-0.016361261052763112,3,1
train,0.14696606045835073,0.028042035120912863,3,7
train,-0.26015527260636767,0.16237143725927608,4,7
train,0.7056488226780422,-0.5171576415317973,0,1
train,0.8727089255184524,-0.9233260542575565,3,6
train,1.0625259519318546,-0.923335316740082,3,0
train,-0.44505255634231183,-0.14320673791161964,1,6
train,-1.4060941991199847,0.1346869646115188,1,2
train,0.7548252022447823,-0.02468891068995451,0,0
train,-1.2942231054580953,-0.047772366182198,1,2
train,-0.1789156413626726,-0.2536828223732451,3,6
train,-1.2483944366455826,-0.1332187378877075,1,2
train,-1.534512200292189,0.4766449125186804,1,2
train,0.47589568485661504,-0.2814046375515678,3,0
train,-1.5500732964902517,0.24269885152382686,1,2
train,-1.3154940820934935,0.5580320024818674,1,2
train,0.8924499461299195,-0.05862828530688735,4,6
train,-1.7799611944524762,0.23748041291508576,1,2
train,-0.24685301212224944,-0.43614013395599877,3,6
train,1.4635379186012043,1.6606314572561025,4,3
train,1.0161830441947832,-0.6751776238488835,3,0
train,1.1248045907161643,-0.007802802841510003,3,0
train,0.5598387159307799,-0.41857861610088215,3,0
train,-0.08528859837366107,-0.24938995120860857,3,6
